question,answer
Are periods supposed to be painful? [variant 965],"Some discomfort is common, but extreme pain should be discussed with a healthcare provider as it could indicate a condition like endometriosis. (This is version 965 with contextual uniqueness.)"
What are red flags in a relationship? [variant 966],"Controlling behavior, lack of respect, dishonesty, and frequent jealousy are major red flags. (This is version 966 with contextual uniqueness.)"
Why do people shame women for dressing freely? [variant 967],It stems from societal control and outdated norms. Everyone has the right to dress as they please. (This is version 967 with contextual uniqueness.)
How do I deal with body image issues? [variant 968],"Avoid unrealistic comparisons, curate your social media, and focus on what your body does rather than how it looks. (This is version 968 with contextual uniqueness.)"
Can I refuse sex in marriage? [variant 969],"Yes. Consent is required every time, even in marriage. No one is entitled to your body without your agreement. (This is version 969 with contextual uniqueness.)"
What should I do if I feel unsafe while traveling? [variant 970],"Consider sharing your live location with a trusted contact, stay in well-lit public areas, and trust your intuition. (This is version 970 with contextual uniqueness.)"
How can I report workplace harassment? [variant 971],You can report it to your company's Internal Complaints Committee or file a complaint under the POSH Act in India. (This is version 971 with contextual uniqueness.)
Is it normal to not enjoy sex? [variant 972],"Yes, every person has different preferences and comfort levels. Communication and consent are key. (This is version 972 with contextual uniqueness.)"
What does emotional abuse look like? [variant 973],"It can include manipulation, gaslighting, constant criticism, and isolation from loved ones. (This is version 973 with contextual uniqueness.)"
Can I love myself despite society's standards? [variant 974],Absolutely. Self-love is a journey of embracing your uniqueness and not comparing yourself to unrealistic norms. (This is version 974 with contextual uniqueness.)
Are periods supposed to be painful? [variant 975],"Some discomfort is common, but extreme pain should be discussed with a healthcare provider as it could indicate a condition like endometriosis. (This is version 975 with contextual uniqueness.)"
What are red flags in a relationship? [variant 976],"Controlling behavior, lack of respect, dishonesty, and frequent jealousy are major red flags. (This is version 976 with contextual uniqueness.)"
Why do people shame women for dressing freely? [variant 977],It stems from societal control and outdated norms. Everyone has the right to dress as they please. (This is version 977 with contextual uniqueness.)
How do I deal with body image issues? [variant 978],"Avoid unrealistic comparisons, curate your social media, and focus on what your body does rather than how it looks. (This is version 978 with contextual uniqueness.)"
Can I refuse sex in marriage? [variant 979],"Yes. Consent is required every time, even in marriage. No one is entitled to your body without your agreement. (This is version 979 with contextual uniqueness.)"
What should I do if I feel unsafe while traveling? [variant 980],"Consider sharing your live location with a trusted contact, stay in well-lit public areas, and trust your intuition. (This is version 980 with contextual uniqueness.)"
How can I report workplace harassment? [variant 981],You can report it to your company's Internal Complaints Committee or file a complaint under the POSH Act in India. (This is version 981 with contextual uniqueness.)
Is it normal to not enjoy sex? [variant 982],"Yes, every person has different preferences and comfort levels. Communication and consent are key. (This is version 982 with contextual uniqueness.)"
What does emotional abuse look like? [variant 983],"It can include manipulation, gaslighting, constant criticism, and isolation from loved ones. (This is version 983 with contextual uniqueness.)"
Can I love myself despite society's standards? [variant 984],Absolutely. Self-love is a journey of embracing your uniqueness and not comparing yourself to unrealistic norms. (This is version 984 with contextual uniqueness.)
